,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
13755,Ezra Asher (Earth-616),,Bad Characters,,Black Hair,Female Characters,Living Characters
13756,Fasolt (Hyboria) (Earth-616),Public Identity,,,Orange Hair,Male Characters,Living Characters
13757,Feuille (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13758,Gahad (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
13759,Goliath (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,Deceased Characters
13760,Griffe (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13761,Hank Bradley (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
13762,Hector Orozeo (Earth-616),Public Identity,,,Grey Hair,Male Characters,Deceased Characters
13763,Henry Sage (Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters
13764,Hercules (Demi-God) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
13765,Horatio Belgrade (Earth-616),,,,Blond Hair,Male Characters,Deceased Characters
13766,Hulk (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13767,Iron Man (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,,Agender Characters,Living Characters
13768,Jennifer Walters (Amazon) (Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,Living Characters
13769,Jordan Holiday (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,Living Characters
13770,Karel (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
13771,Khan (Hydra) (Earth-616),,Bad Characters,,Bald,Male Characters,Living Characters
13772,Klynn (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
13773,Kuroyama (Earth-616),,Bad Characters,,,Male Characters,Living Characters
13774,Leah Sheffield (Earth-616),,Neutral Characters,,,Female Characters,Living Characters
13775,Leo (Ecliptic) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13776,Libra (Ecliptic) (Earth-616),,Bad Characters,,,Female Characters,Living Characters
13777,Lottie Eikenski (Earth-616),,Bad Characters,,Black Hair,Female Characters,Deceased Characters
13778,Malcolm Drake (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters
13779,Matthew (Mutant) (Earth-616),,,Black Eyes,Brown Hair,Male Characters,Living Characters
13780,Moon Wolf (Earth-616),,,,Black Hair,Male Characters,Living Characters
13781,Navarro (Vampire) (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
13782,Noel Beckford (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters
13783,Primotur Jekuakkekt (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
13784,Rebecca Houston (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
13785,Robert Bruce Banner (Behemoth) (Earth-616),,Bad Characters,,Green Hair,Male Characters,Deceased Characters
13786,Robwood (Earth-616),Public Identity,,Green Eyes,Black Hair,Male Characters,Living Characters
13787,Sabo (Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,Deceased Characters
13788,Sally Avril (Earth-98121),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
13789,Sazae (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
13790,Scott Lang (Stinger) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13791,Seer (Latverian) (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Deceased Characters
13792,Sentry 571 (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,,Living Characters
13793,Shigeru (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters
13794,Silencer (Assasin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13795,Sir Wulf (Earth-616),Secret Identity,,Black Eyes,Red Hair,Male Characters,Deceased Characters
13796,Sub-Mariner (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13797,Terence Gerard (Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters
13798,Thor (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters
13799,Toby Wood (Earth-616),Secret Identity,,,,Male Characters,Living Characters
13800,Tokk (Earth-616),,Bad Characters,,Black Hair,Female Characters,Living Characters
13801,Touffe (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13802,Victoria Snow (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Female Characters,Living Characters
13803,Vindiktor (Romanov) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
13804,Vision (Taskmaster Robot) (Earth-616),Secret Identity,Bad Characters,,No Hair,Agender Characters,Living Characters
13805,Walston Kraft (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,Living Characters
13806,Wampyr (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
13807,Warwick Jamieson (Earth-616),No Dual Identity,Neutral Characters,,Bald,Male Characters,Living Characters
13808,White Tiger (She-Cat) (Earth-616),,Bad Characters,,,Female Characters,Living Characters
13809,Aaron Amberson (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters
13810,Acidroid (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,Deceased Characters
13811,Ajanii Jackson (Earth-616),,,Brown Eyes,Black Hair,Male Characters,Living Characters
13812,Asahi Verschlagen (Earth-616),,,,Black Hair,Male Characters,Deceased Characters
13813,Ashur (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters
13814,Belial (Inhuman) (Earth-616),No Dual Identity,,,,Female Characters,Living Characters
13815,Bridget Warner (Earth-616),Secret Identity,,,Black Hair,Female Characters,Living Characters
13816,Bruno Delor (Earth-616),Public Identity,,White Eyes,Brown Hair,Male Characters,Deceased Characters
13817,Calvin Halderman (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters
13818,Charles Standish (Earth-616),Public Identity,,,,Male Characters,Living Characters
13819,Dan Davis (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
13820,Darius Venginian (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
13821,Debra (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
13822,Delphi (Genosha) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
13823,Doctor Janssen (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters
13824,Dominex (Earth-616),,Bad Characters,,,,Living Characters
13825,Doris Evans (Earth-98121),,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters
13826,Dr. Bob (Earth-616),Public Identity,,,White Hair,Male Characters,Living Characters
13827,Elmore Beck (Earth-616),Public Identity,,,Grey Hair,Male Characters,Living Characters
13828,Etienne Marceaux (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
13829,Frederick (Strong) (Earth-616),,Neutral Characters,,,Male Characters,Living Characters
13830,Granok (Earth-616),No Dual Identity,,Green Eyes,,Male Characters,Living Characters
13831,Gregori (Genosha) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters
13832,Hrolf (Vampire) (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,Living Characters
13833,Jaime Zaid (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
13834,Jaq (Earth-616),No Dual Identity,Neutral Characters,,,,Living Characters
13835,Jenna Carlisle (Earth-616),Public Identity,,Blue Eyes,Orange Hair,Female Characters,Living Characters
13836,Jonathon White (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13837,Junior Gates (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
13838,Karl Sofen (Earth-616),,Neutral Characters,,Bald,Male Characters,Deceased Characters
13839,Kathryn (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
13840,Kenneth Bradley (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,Deceased Characters
13841,Khyber (Earth-616),Secret Identity,,,,Male Characters,Living Characters
13842,Lonkarr (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters
13843,Mac Sanders (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters
13844,Marcelus (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
13845,Maria Muradyan (Earth-616),,,,Blond Hair,Female Characters,Living Characters
13846,Martin Zantz (Earth-616),,,,,Male Characters,Living Characters
13847,Membrain (Earth-616),Secret Identity,,,No Hair,,Living Characters
13848,Mr. Carroll (Earth-616),Public Identity,,,White Hair,Male Characters,Living Characters
13849,Naanis (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,Living Characters
13850,Nefer Neith Sinu\u00e9 (Earth-616),,Good Characters,Blue Eyes,,Female Characters,Living Characters
13851,Nick Bisley (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
13852,Paradox (AI) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
13853,Pig (Slave Trader) (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,Living Characters
13854,Randy Lee Watson (Earth-616),Secret Identity,,,,Male Characters,Living Characters
13855,Rank (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters
13856,Rilker (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
13857,Sally (Daily Bugle) (Earth-616),Public Identity,,,Brown Hair,Female Characters,Living Characters
13858,Sam (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
13859,Sanford Chesney (Earth-616),Public Identity,Good Characters,,Bald,Male Characters,Living Characters
13860,Sid Franken (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13861,Slototh (Earth-616),,Bad Characters,,,,Living Characters
13862,Starko Schumzianaqo (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
13863,Ted Chin (Earth-616),No Dual Identity,,,White Hair,Male Characters,Living Characters
13864,Tom\u00e1s Ram\u00edrez (Earth-98121),,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters
13865,Tserron (Earth-616),,Bad Characters,,,Female Characters,Deceased Characters
13866,Ultimator (Earth-616),Secret Identity,Bad Characters,,,,Living Characters
13867,Ulysses Sojourner (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
13868,V-2 (Earth-616),Secret Identity,,,Brown Hair,Female Characters,Deceased Characters
13869,V-3 (Earth-616),Secret Identity,,Black Eyes,,Male Characters,Living Characters
13870,V-4 (Earth-616),Secret Identity,,Black Eyes,,Male Characters,Living Characters
13871,V-5 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters
13872,V-6 (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters
13873,V-7 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters
13874,V-8 (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters
13875,Veeg (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Living Characters
13876,Veritus (Earth-616),Public Identity,,Yellow Eyes,Bald,Male Characters,Living Characters
13877,Weller (Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Purple Hair,Male Characters,Living Characters
13878,Wynter (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Deceased Characters
13879,X.E.R.O. (Earth-616),Secret Identity,Bad Characters,,,,Living Characters
13880,Abigail Baxter (Earth-616),,,,Black Hair,Female Characters,Living Characters
13881,Abigail Harkness (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
13882,Agent Colby (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
13883,Aiomumkondi (Earth-616),,,,,Male Characters,Living Characters
13884,Alberik (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
13885,Ananastasia Rinaldi (Earth-616),,,Green Eyes,Black Hair,Female Characters,Living Characters
13886,Aurelle (Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,Living Characters
13887,Axis (Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,Deceased Characters
13888,Barney (Dinosaur) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13889,Bartos (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Living Characters
13890,Basaltar (Earth-616),No Dual Identity,Neutral Characters,Grey Eyes,No Hair,Male Characters,Living Characters
13891,Beckham (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13892,Big Casino (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
13893,Blue Skye (Heroes Reborn) (Earth-616),,,,,Female Characters,Living Characters
13894,Brutus (Inner Guard) (Earth-616),,,,No Hair,,Living Characters
13895,Cargo (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters
13896,Carver (Morlock) (Earth-616),,,,Brown Hair,Male Characters,Living Characters
13897,Ceyote (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters
13898,Claymore (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
13899,Clete Billups (Earth-616),,Bad Characters,,Blond Hair,Male Characters,Living Characters
13900,Commander Clinton (Earth-616),Public Identity,,,,Male Characters,Living Characters
13901,Crimson Commando (Brotherhood of Mutants) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
13902,Desolation (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Deceased Characters
13903,Diana Knight (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters
13904,Dibdeb (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,Living Characters
13905,Dirge (Lost Souls) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters
13906,Doctor Mime (Earth-616),Secret Identity,,,,Male Characters,Living Characters
13907,Elizabeth Shaw (Earth-616),Public Identity,,,Blond Hair,Female Characters,Deceased Characters
13908,Ernest Sanger (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters
13909,Esphares (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13910,Ezekeel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13911,Farahd (Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,Deceased Characters
13912,Fawkes (Inner Guard) (Earth-616),,,Red Eyes,No Hair,,Living Characters
13913,Fayrelyte Strongheart (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Living Characters
13914,Frisco Pike (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters
13915,Fugue (Morlock) (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters
13916,Galadriel (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Deceased Characters
13917,General Darlegung (Heroes Reborn) (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
13918,Gethrin (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Living Characters
13919,Giraboor (Earth-616),Public Identity,Good Characters,White Eyes,White Hair,Male Characters,Living Characters
13920,Glass (Earth-616),,Bad Characters,White Eyes,White Hair,Male Characters,Living Characters
13921,Guardian of the Millennium Monarch (Earth-616),Public Identity,Good Characters,,,,Living Characters
13922,Guinness (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters
13923,Hafaza (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13924,Hardwire (Robot) (Earth-616),,,,,,Living Characters
13925,Hiram Shaw (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters
13926,Ivan Kivelki (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
13927,James Howlett (Heroes Reborn) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters
13928,Jaunt (Earth-616),,Bad Characters,,,,Deceased Characters
13929,Javelin (SHE) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
13930,Kevin (mutant) (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
13931,Kilmer (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters
13932,Kreddik (Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,Living Characters
13933,Kronaster Sintariis (Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
13934,Kusek (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Living Characters
13935,Lament (Earth-616),Secret Identity,Bad Characters,,,Female Characters,Deceased Characters
13936,Lau (Earth-616),,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters
13937,Liu Wo-Han (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters
13938,Magma (Sven) (Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters
13939,Manat (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,Living Characters
13940,Mary Rina (Heroes Reborn) (Earth-616),,Good Characters,,,Female Characters,Living Characters
13941,Master Monarch (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters
13942,Michka Rose (Heroes Reborn) (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters
13943,Millennium Monarch (Earth-616),Secret Identity,Good Characters,Yellow Eyes,,Female Characters,Living Characters
13944,Morph (First Line) (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Deceased Characters
13945,Mr. Greepy (Earth-616),Public Identity,Bad Characters,,,,Living Characters
13946,Mrs. Shaw (Earth-616),,,,,Female Characters,Deceased Characters
13947,Nelet Pa (Earth-616),Public Identity,Neutral Characters,White Eyes,Grey Hair,Male Characters,Living Characters
13948,Nighteyes (Eric) (Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,Living Characters
13949,Obadiah Shaw (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
13950,Otis Matthews (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters
13951,Parson (Heroes Reborn) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
13952,Patrick Clemens (Earth-616),,,,,Male Characters,Living Characters
13953,Positron (Veronica) (Earth-616),Secret Identity,,,White Hair,Female Characters,Deceased Characters
13954,Psykos (Earth-616),Secret Identity,Good Characters,Red Eyes,Bald,Male Characters,Living Characters
13955,Quisling (Inner Guard) (Earth-616),,,Red Eyes,No Hair,,Living Characters
13956,Reaper (Demon) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
13957,Rebound (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters
13958,Reflex (First Line) (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters
13959,Requiem (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Deceased Characters
13960,Riot-Act (Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,Deceased Characters
13961,Rochelle LeBeau (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,Living Characters
13962,Rumor (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
13963,Sabre (Mutant) (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Living Characters
13964,Sarah Shaw (Earth-616),No Dual Identity,Good Characters,,,Female Characters,Deceased Characters
13965,Sariel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13966,Semijan (Earth-616),,,,,Male Characters,Living Characters
13967,Seth (Neo) (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
13968,Shamrock (SHE) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters
13969,Sketch (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters
13970,Squire (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,Deceased Characters
13971,Stanley Klein (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13972,Static (Neo) (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,Deceased Characters
13973,Sterling (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters
13974,Suyin King (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
13975,Tariel (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
13976,Torque (Twisted Sisters) (Earth-616),,,,,Female Characters,Living Characters
13977,Tricolore (Yvette) (Earth-616),,Good Characters,,Brown Hair,Female Characters,Living Characters
13978,Typhoon (Lost Generation) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
13979,Waltham Pierce (Earth-616),,,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
13980,Wibbow (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Green Hair,Male Characters,Living Characters
13981,Amy Stringer (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters
13982,Andrew Benedict (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters
13983,Angela Barbato (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters
13984,Ao Jun (Earth-616),,,,,Male Characters,Deceased Characters
13985,Arthur Swift (Earth-616),,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters
13986,Bloodwing (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
13987,Bonita (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters
13988,Browning (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13989,Bruce Greenwood (Earth-1610),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13990,Bruno (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
13991,Chelwid (Earth-616),Public Identity,,Blue Eyes,Blue Hair,Male Characters,Living Characters
13992,Cirlio Crisologo (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,Living Characters
13993,Clive Vickers (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters
13994,Cole (Neanderthal) (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
13995,Compound (Earth-616),Secret Identity,,,No Hair,Male Characters,Deceased Characters
13996,Corak (Earth-616),Public Identity,Bad Characters,,,Male Characters,Living Characters
13997,Corben (Earth-616),,Bad Characters,,Bald,Female Characters,Living Characters
13998,Cyclops (Tunnel Dwellers) (Earth-616),Secret Identity,Good Characters,One Eye,Bald,Male Characters,Deceased Characters
13999,Denham (Earth-616),,,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
14000,Erik Hallgrimsson (Earth-616),Secret Identity,Good Characters,Orange Eyes,No Hair,Male Characters,Living Characters
14001,Explosa (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Deceased Characters
14002,Gertrude Hunter (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,Deceased Characters
14003,Gloria Knoblach (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,Deceased Characters
14004,Gordon Phillips (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,Deceased Characters
14005,Gort (Neanderthal) (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
14006,Gunmetal Gray (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters
14007,Hans Knoblach (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
14008,Headhunter (Bloodsport) (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
14009,Jess Patton (Earth-616),No Dual Identity,,Brown Eyes,Blond Hair,Female Characters,Deceased Characters
14010,Jim Washington (Earth-1610),Public Identity,Bad Characters,,Bald,Male Characters,Deceased Characters
14011,John Jones (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14012,Kiza (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Deceased Characters
14013,LaFronce Bennett (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters
14014,Lonnie Ranger (Earth-616),,,,,Male Characters,Living Characters
14015,Malevolence (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Living Characters
14016,Marabeth (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Female Characters,Living Characters
14017,Molgotha (Earth-616),,Bad Characters,,,Male Characters,Living Characters
14018,Morcan (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters
14019,One-Eye (Neanderthal) (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
14020,Phemous (Earth-616),Secret Identity,Bad Characters,One Eye,No Hair,Male Characters,Living Characters
14021,Rogers (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
14022,Scree (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,Living Characters
14023,Serestus (Earth-616),Secret Identity,Bad Characters,Green Eyes,,Male Characters,Living Characters
14024,Sergei Rose (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
14025,Skarabrous the Stalker,,,,,Male Characters,Living Characters
14026,Tar-Vash (Earth-616),,Bad Characters,,,Male Characters,Living Characters
14027,Taras Vol (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
14028,Ted Wertz (Earth-616),,,,,Male Characters,Living Characters
14029,Tyrus Krill (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
14030,Vampyr (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
14031,Vernon Reaves (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14032,Victor (Earth-616),,Bad Characters,,,Male Characters,Living Characters
14033,Warp Savant (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters
14034,William (Mutant) (Earth-616),,Neutral Characters,White Eyes,Grey Hair,Male Characters,Deceased Characters
14035,Adewale Ekoku (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters
14036,Aislinn (Earth-616),,,,,Female Characters,Living Characters
14037,Anders Nobel (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters
14038,Ankhi Gottberg (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Female Characters,Living Characters
14039,Arlo Summers (Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
14040,Askalan (Earth-616),,,,,Male Characters,Living Characters
14041,Aunt Hazel (Earth-616),No Dual Identity,,,Grey Hair,Female Characters,Living Characters
14042,Bert (Origin) (Earth-616),No Dual Identity,,,Red Hair,Male Characters,Living Characters
14043,Bloc (Earth-616),,Bad Characters,,Blond Hair,Male Characters,Living Characters
