,Unnamed: 0,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
13088,15721,18724,Harry Ulmann (Earth-616),\/Harry_Ulmann_(Earth-616),Public Identity,1,,,Male Characters,,Living Characters,,Jun-92,1992.0
13089,15722,64126,James Madrox (Doppelganger) (Earth-616),\/James_Madrox_(Doppelganger)_(Earth-616),Secret Identity,1,,,,,Living Characters,,Aug-92,1992.0
13090,15723,128139,K'Maria (Earth-616),\/K%27Maria_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Mar-92,1992.0
13091,15725,492018,Kraa (Duplicate) (Earth-616),\/Kraa_(Duplicate)_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Aug-92,1992.0
13092,15726,76668,L'Matto (Earth-616),\/L%27Matto_(Earth-616),Secret Identity,1,White Eyes,No Hair,Male Characters,,Living Characters,,Nov-92,1992.0
13093,15727,557889,Patrick Herbert (Earth-616),\/Patrick_Herbert_(Earth-616),Public Identity,0,,Brown Hair,Male Characters,,Living Characters,,Feb-92,1992.0
13094,15728,100730,Psyche (Deity) (Earth-616),\/Psyche_(Deity)_(Earth-616),,0,White Eyes,Silver Hair,Female Characters,,Living Characters,,Apr-92,1992.0
13095,15731,43142,Smoke Scream (Earth-616),\/Smoke_Scream_(Earth-616),,1,,,Female Characters,,Living Characters,,Mar-92,1992.0
13096,15732,489376,William Cash (Earth-616),\/William_Cash_(Earth-616),,1,,,Male Characters,,Living Characters,,May-92,1992.0
13097,15736,437236,Bramble (Hellbent) (Earth-616),\/Bramble_(Hellbent)_(Earth-616),,1,,No Hair,Male Characters,,Living Characters,,May-93,1993.0
13098,15737,30255,C'efn (Earth-616),\/C%27efn_(Earth-616),Public Identity,1,White Eyes,No Hair,Male Characters,,Deceased Characters,,Sep-93,1993.0
13099,15738,51083,Cernunnos (Earth-616),\/Cernunnos_(Earth-616),,0,,,Male Characters,,Living Characters,,Jun-93,1993.0
13100,15741,35912,Fang (Shi'ar Prisoner) (Earth-616),\/Fang_(Shi%27ar_Prisoner)_(Earth-616),,1,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,,Sep-93,1993.0
13101,15742,241261,H'rpra (Earth-616),\/H%27rpra_(Earth-616),Secret Identity,1,Green Eyes,No Hair,Female Characters,,Deceased Characters,,Feb-93,1993.0
13102,15744,404689,Meer'lyn (Earth-616),\/Meer%27lyn_(Earth-616),Secret Identity,0,Green Eyes,Green Hair,Female Characters,,Living Characters,,Jul-93,1993.0
13103,15745,477011,Norman Zachos (Earth-616),\/Norman_Zachos_(Earth-616),,1,,,Male Characters,,Living Characters,,Apr-93,1993.0
13104,15746,288309,Oracle (Warbird) (Earth-616),\/Oracle_(Warbird)_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,,Dec-93,1993.0
13105,15747,468148,Paco Montoya (Earth-616),\/Paco_Montoya_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Sep-93,1993.0
13106,15748,171412,Parasite (Lilin) (Earth-616),\/Parasite_(Lilin)_(Earth-616),Secret Identity,1,,,,,Living Characters,,Sep-93,1993.0
13107,15750,701964,Sam Pritchard (Earth-616),\/Sam_Pritchard_(Earth-616),Public Identity,0,,Grey Hair,Male Characters,,Living Characters,,Nov-93,1993.0
13108,15751,91896,Stuart Sarris (Earth-616),\/Stuart_Sarris_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,,Nov-93,1993.0
13109,15752,507243,Syth'kach (Earth-616),\/Syth%27kach_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Deceased Characters,,Nov-93,1993.0
13110,15753,498813,T.K.O. (Earth-616),\/T.K.O._(Earth-616),,1,,Red Hair,Female Characters,,Living Characters,,Jul-93,1993.0
13111,15755,36276,Tartessus (Earth-616),\/Tartessus_(Earth-616),Secret Identity,1,,,Female Characters,,Living Characters,,Mar-93,1993.0
13112,15757,19336,Tudo Sukoto (Earth-616),\/Tudo_Sukoto_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,,Nov-93,1993.0
13113,15759,43270,VOR\/TEX (Earth-616),\/VOR\/TEX_(Earth-616),,1,,,,,Living Characters,,Feb-93,1993.0
13114,15760,37007,Agent 13 (Hydra Agent) (Earth-616),\/Agent_13_(Hydra_Agent)_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,,Jul-94,1994.0
13115,15762,239856,Arm'Cheddon (Earth-616),\/Arm%27Cheddon_(Earth-616),,1,,White Hair,Male Characters,,Living Characters,,Jan-94,1994.0
13116,15763,171429,Bloodthirst (Earth-616),\/Bloodthirst_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Apr-94,1994.0
13117,15764,235985,Chandra O'Keefe (Earth-616),\/Chandra_O%27Keefe_(Earth-616),Public Identity,0,,Black Hair,Female Characters,,Living Characters,,Jun-94,1994.0
13118,15765,255374,Chief O'Grady (Earth-616),\/Chief_O%27Grady_(Earth-616),,0,,Red Hair,Male Characters,,Living Characters,,Oct-94,1994.0
13119,15766,530074,Dante (Shadow Consortium) (Earth-616),\/Dante_(Shadow_Consortium)_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Nov-94,1994.0
13120,15768,506909,Fath'raj (Earth-616),\/Fath%27raj_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994.0
13121,15770,247323,H.R. O'Damia (Earth-616),\/H.R._O%27Damia_(Earth-616),Secret Identity,0,,Brown Hair,Female Characters,,Living Characters,,Jun-94,1994.0
13122,15771,530077,Herb (Shadow Consortium) (Earth-616),\/Herb_(Shadow_Consortium)_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,,Aug-94,1994.0
13123,15772,484820,Herbert Landon (Earth-616),\/Herbert_Landon_(Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Mar-94,1994.0
13124,15773,93209,Javelynne (Earth-616),\/Javelynne_(Earth-616),Secret Identity,1,,Blond Hair,Female Characters,,Living Characters,,Jan-94,1994.0
13125,15776,530078,Leo (Shadow Consortium) (Earth-616),\/Leo_(Shadow_Consortium)_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,,Aug-94,1994.0
13126,15777,511410,Leotard Hammer (Earth-616),\/Leotard_Hammer_(Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Jul-94,1994.0
13127,15778,346515,Malkin Grey (Earth-616),\/Malkin_Grey_(Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,Jan-94,1994.0
13128,15779,530073,Maxov (Earth-616),\/Maxov_(Earth-616),Secret Identity,1,,Red Hair,Male Characters,,Living Characters,,Sep-94,1994.0
13129,15780,745465,May Reilly (Impostor) (Earth-616),\/May_Reilly_(Impostor)_(Earth-616),Public Identity,1,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,,Aug-94,1994.0
13130,15781,18185,N'Kano (Earth-616),\/N%27Kano_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Aug-94,1994.0
13131,15782,508024,Nirvana (Deviant) (Earth-616),\/Nirvana_(Deviant)_(Earth-616),Public Identity,1,,,Female Characters,,Living Characters,,Jul-94,1994.0
13132,15783,507251,Ou'zli (Earth-616),\/Ou%27zli_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994.0
13133,15784,105332,Paul (Cat's Eye) (Earth-616),\/Paul_(Cat%27s_Eye)_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Jun-94,1994.0
13134,15786,530075,Planner (Shadow Consortium) (Earth-616),\/Planner_(Shadow_Consortium)_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,,Sep-94,1994.0
13135,15787,86173,Q'Wake (Earth-616),\/Q%27Wake_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Dec-94,1994.0
13136,15789,507244,Shy'tarra (Earth-616),\/Shy%27tarra_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994.0
13137,15790,29918,Shym'r (Earth-616),\/Shym%27r_(Earth-616),Public Identity,0,,Blue Hair,Female Characters,,Living Characters,,Jun-94,1994.0
13138,15791,507245,Si'ani (Earth-616),\/Si%27ani_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994.0
13139,15792,704207,Simone Jackson (Earth-616),\/Simone_Jackson_(Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Feb-94,1994.0
13140,15794,511168,Steppin' Razor (Earth-616),\/Steppin%27_Razor_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Oct-94,1994.0
13141,15795,83887,Sultan (Temasika) (Earth-616),\/Sultan_(Temasika)_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,,Sep-94,1994.0
13142,15796,18486,T'kyll Alabar (Earth-616),\/T%27kyll_Alabar_(Earth-616),,0,,,Male Characters,,Living Characters,,Sep-94,1994.0
13143,15797,121314,Tas'Wzta (Earth-616),\/Tas%27Wzta_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,,Jan-94,1994.0
13144,15799,19569,Zahvut Dragunov (Earth-616),\/Zahvut_Dragunov_(Earth-616),,0,,,Male Characters,,Deceased Characters,,Sep-94,1994.0
13145,15802,18502,Aldo (Earth-616),\/Aldo_(Earth-616),,0,,,Male Characters,,Living Characters,,Sep-95,1995.0
13146,15804,705608,Batch-13 (Earth-616),\/Batch-13_(Earth-616),Secret Identity,1,Red Eyes,No Hair,Agender Characters,,Living Characters,,Feb-95,1995.0
13147,15805,425899,Blaast (Earth-616),\/Blaast_(Earth-616),No Dual Identity,0,,No Hair,Male Characters,,Living Characters,,May-95,1995.0
13148,15806,506907,D'rehn (Earth-616),\/D%27rehn_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995.0
13149,15808,121319,Grot (Earth-616),\/Grot_(Earth-616),,0,,,,,Living Characters,,Mar-95,1995.0
13150,15809,16495,Hound (Humanity's Last Stand) (Earth-616),\/Hound_(Humanity%27s_Last_Stand)_(Earth-616),Secret Identity,1,Yellow Eyes,No Hair,Male Characters,,Living Characters,,Jul-95,1995.0
13151,15810,507270,K'rin (Earth-616),\/K%27rin_(Earth-616),Public Identity,0,,,Female Characters,,Living Characters,,Aug-95,1995.0
13152,15812,558168,Kitang (Earth-616),\/Kitang_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,,May-95,1995.0
13153,15813,113949,Komodo (Animen) (Earth-616),\/Komodo_(Animen)_(Earth-616),,1,,No Hair,Male Characters,,Living Characters,,Nov-95,1995.0
13154,15814,507279,Lyth'ka (Earth-616),\/Lyth%27ka_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995.0
13155,15815,507284,Mylz-ob'ryn (Earth-616),\/Mylz-ob%27ryn_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995.0
13156,15817,25001,Nezaral (Earth-616),\/Nezaral_(Earth-616),Secret Identity,1,White Eyes,No Hair,Male Characters,,Living Characters,,Feb-95,1995.0
13157,15818,674313,Payne (Earth-616),\/Payne_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,,May-95,1995.0
13158,15819,259029,Price's Clone Men (Earth-616),\/Price%27s_Clone_Men_(Earth-616),,0,,,Male Characters,,Living Characters,,Oct-95,1995.0
13159,15820,533191,Rok (Earth-616),\/Rok_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,,May-95,1995.0
13160,15821,507242,T'Cahr (Earth-616),\/T%27Cahr_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995.0
13161,15822,121316,Torthar (Earth-616),\/Torthar_(Earth-616),,0,,,Male Characters,,Deceased Characters,,Mar-95,1995.0
13162,15823,706223,Whyte (Earth-616),\/Whyte_(Earth-616),No Dual Identity,1,,White Hair,Male Characters,,Living Characters,,Jun-95,1995.0
13163,15825,126093,Al-Khalad (Earth-616),\/Al-Khalad_(Earth-616),,1,,,Male Characters,,Living Characters,,May-96,1996.0
13164,15826,18500,Alchemist (Earth-616),\/Alchemist_(Earth-616),Secret Identity,1,Brown Eyes,,Female Characters,,Living Characters,,Sep-96,1996.0
13165,15827,555659,Andrex (Earth-616),\/Andrex_(Earth-616),No Dual Identity,0,,,Male Characters,,Living Characters,,Feb-96,1996.0
13166,15828,606767,Angel (Fortunato's pet wolf) (Earth-616),\/Angel_(Fortunato%27s_pet_wolf)_(Earth-616),No Dual Identity,1,,Brown Hair,Male Characters,,Living Characters,,Jul-96,1996.0
13167,15829,13222,Antonio Rey (Earth-616),\/Antonio_Rey_(Earth-616),,0,,,Male Characters,,Living Characters,,Apr-96,1996.0
13168,15832,19496,Catherine D'Antan (Earth-616),\/Catherine_D%27Antan_(Earth-616),,1,Blue Eyes,Blond Hair,Female Characters,,Living Characters,,May-96,1996.0
13169,15833,113450,Conner O'Reilly (Heroes Reborn) (Earth-616),\/Conner_O%27Reilly_(Heroes_Reborn)_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Sep-96,1996.0
13170,15834,240088,Cornelia van der Valk (Earth-616),\/Cornelia_van_der_Valk_(Earth-616),,0,,,Female Characters,,Living Characters,,Apr-96,1996.0
13171,15835,408005,Debra Crovi (Earth-616),\/Debra_Crovi_(Earth-616),,0,,,Female Characters,,Living Characters,,Apr-96,1996.0
13172,15838,68919,Emilie Scholz (Earth-616),\/Emilie_Scholz_(Earth-616),,0,,,Female Characters,,Living Characters,,Apr-96,1996.0
13173,15841,68920,Hamish Carlyle (Earth-616),\/Hamish_Carlyle_(Earth-616),,0,,,Male Characters,,Living Characters,,Apr-96,1996.0
13174,15842,726905,Iman Dashire (Earth-616),\/Iman_Dashire_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,,Apr-96,1996.0
13175,15843,13220,Jane Melville (Earth-616),\/Jane_Melville_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,,Apr-96,1996.0
13176,15844,260694,Jay Burnell (Earth-616),\/Jay_Burnell_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Dec-96,1996.0
13177,15845,625370,Jonath (Earth-616),\/Jonath_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,,Feb-96,1996.0
13178,15846,507257,K'illace (Earth-616),\/K%27illace_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Dec-96,1996.0
13179,15847,243138,K'kkt (Earth-616),\/K%27kkt_(Earth-616),,0,,,,,Living Characters,,Feb-96,1996.0
13180,15848,182976,Kl'rt (Heroes Reborn) (Earth-616),\/Kl%27rt_(Heroes_Reborn)_(Earth-616),Secret Identity,1,Green Eyes,No Hair,Male Characters,,Living Characters,,Nov-96,1996.0
13181,15849,558325,Kristine Calverly (Earth-616),\/Kristine_Calverly_(Earth-616),Secret Identity,1,,Brown Hair,Female Characters,,Living Characters,,Dec-96,1996.0
13182,15850,494323,Landar (Earth-616),\/Landar_(Earth-616),,0,,Purple Hair,Male Characters,,Living Characters,,Feb-96,1996.0
13183,15851,260693,Mark Randall (Earth-616),\/Mark_Randall_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Oct-96,1996.0
13184,15853,13219,Michele Argento (Earth-616),\/Michele_Argento_(Earth-616),Secret Identity,0,,White Hair,Male Characters,,Living Characters,,Apr-96,1996.0
13185,15855,288907,Orthus (Heroes Reborn) (Earth-616),\/Orthus_(Heroes_Reborn)_(Earth-616),Public Identity,0,Black Eyes,Green Hair,Male Characters,,Living Characters,,Dec-96,1996.0
13186,15856,89635,Pepper (Salt & Pepper) (Earth-616),\/Pepper_(Salt_%26_Pepper)_(Earth-616),Secret Identity,1,,Brown Hair,Female Characters,,Living Characters,,May-96,1996.0
13187,15859,97844,Sentinel (Daria) (Earth-616),\/Sentinel_(Daria)_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,,Oct-96,1996.0
13188,15860,13221,Silvie Rouge (Earth-616),\/Silvie_Rouge_(Earth-616),,0,,,Female Characters,,Living Characters,,Apr-96,1996.0
13189,15865,508398,Yahnos Tr'morr (Earth-616),\/Yahnos_Tr%27morr_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Oct-96,1996.0
13190,15866,477298,Za'ken (Earth-616),\/Za%27ken_(Earth-616),,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,May-96,1996.0
13191,15867,85037,A'yin (Earth-616),\/A%27yin_(Earth-616),Secret Identity,1,Red Eyes,Bald,Male Characters,,Living Characters,,Mar-97,1997.0
13192,15868,347233,Bruno Hagan (Heroes Reborn) (Earth-616),\/Bruno_Hagan_(Heroes_Reborn)_(Earth-616),,1,,,Male Characters,,Living Characters,,Jun-97,1997.0
13193,15871,706068,Frog-Man (Earth-616),\/Frog-Man_(Earth-616),Secret Identity,1,,,,,Living Characters,,Apr-97,1997.0
13194,15872,507275,K'toth (Earth-616),\/K%27toth_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jun-97,1997.0
13195,15873,116258,Kylie Kopelkin (Earth-616),\/Kylie_Kopelkin_(Earth-616),,1,,,Female Characters,,Living Characters,,Jan-97,1997.0
13196,15874,558326,Megan O'Toole (Earth-616),\/Megan_O%27Toole_(Earth-616),Secret Identity,1,,Brown Hair,Female Characters,,Living Characters,,Feb-97,1997.0
13197,15875,260696,Molly Peterson (Earth-616),\/Molly_Peterson_(Earth-616),Secret Identity,1,,,Female Characters,,Living Characters,,Jan-97,1997.0
13198,15876,86170,Ra'al (Earth-616),\/Ra%27al_(Earth-616),Secret Identity,1,,Black Hair,Female Characters,,Living Characters,,Mar-97,1997.0
13199,15877,19967,Shatterhead (Earth-616),\/Shatterhead_(Earth-616),,1,,Red Hair,Male Characters,,Deceased Characters,,Feb-97,1997.0
13200,15881,15976,B'arr (Earth-616),\/B%27arr_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Jan-98,1998.0
13201,15882,243262,Brady O'Neil (Earth-616),\/Brady_O%27Neil_(Earth-616),Public Identity,0,,Brown Hair,Male Characters,,Living Characters,,Jul-98,1998.0
13202,15883,622647,C'hin (Earth-616),\/C%27hin_(Earth-616),Secret Identity,1,Grey Eyes,Bald,Male Characters,,Living Characters,,Jan-98,1998.0
13203,15885,724404,Cleito (Earth-616),\/Cleito_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,,Jul-98,1998.0
13204,15886,748988,Dominique Levant (Earth-616),\/Dominique_Levant_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,,Nov-98,1998.0
13205,15887,622645,M'stapha (Earth-616),\/M%27stapha_(Earth-616),Secret Identity,1,Grey Eyes,Grey Hair,Male Characters,,Living Characters,,Jan-98,1998.0
13206,15889,16755,Mercury (Cerebro's X-Men) (Earth-616),\/Mercury_(Cerebro%27s_X-Men)_(Earth-616),Secret Identity,1,,,Male Characters,,Deceased Characters,,Oct-98,1998.0
13207,15891,622664,S'pyke (Earth-616),\/S%27pyke_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Jan-98,1998.0
13208,15892,30925,Sn'Tlo (Earth-616),\/Sn%27Tlo_(Earth-616),Secret Identity,1,Red Eyes,Variable Hair,Male Characters,,Living Characters,,Mar-98,1998.0
13209,15893,641825,Tu (Karel's Friend) (Earth-616),\/Tu_(Karel%27s_Friend)_(Earth-616),,0,,,Male Characters,,Living Characters,,Aug-98,1998.0
13210,15894,672382,Virginia Romita (Earth-616),\/Virginia_Romita_(Earth-616),,0,,,Female Characters,,Living Characters,,Mar-98,1998.0
13211,15895,18652,Worm-Digger (Earth-616),\/Worm-Digger_(Earth-616),,1,,,Male Characters,,Living Characters,,Nov-98,1998.0
13212,15896,18659,Wynona Wingfoot (Earth-616),\/Wynona_Wingfoot_(Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Jan-98,1998.0
13213,15897,681494,Ajes'ha (Earth-616),\/Ajes%27ha_(Earth-616),No Dual Identity,0,,Blond Hair,Female Characters,,Deceased Characters,,Jul-99,1999.0
13214,15898,18230,Ce'Athauna Asira Davin (Earth-616),\/Ce%27Athauna_Asira_Davin_(Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,,Living Characters,,Dec-99,1999.0
13215,15899,710505,Colleen O'Shaugnessy (Earth-616),\/Colleen_O%27Shaugnessy_(Earth-616),Public Identity,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Feb-99,1999.0
13216,15900,27046,D'Chel (Earth-616),\/D%27Chel_(Earth-616),,1,Red Eyes,Bald,Male Characters,,Living Characters,,Jan-99,1999.0
13217,15901,681774,Ernesto & Luigi Gambonno (Earth-98121),\/Ernesto_%26_Luigi_Gambonno_(Earth-98121),Public Identity,1,Blue Eyes,Black Hair,Male Characters,,Living Characters,,Jul-99,1999.0
13218,15904,605229,M'Reel (Earth-616),\/M%27Reel_(Earth-616),,1,,,Male Characters,,Living Characters,,Sep-99,1999.0
13219,15906,16073,Reno (Secret Agent),\/Reno_(Secret_Agent),Secret Identity,0,,Black Hair,Male Characters,,Living Characters,,Aug-99,1999.0
13220,15907,19290,Ry'lor (Earth-616),\/Ry%27lor_(Earth-616),,0,,,Male Characters,,Living Characters,,Aug-99,1999.0
13221,15908,481578,Steven (Adrienne's husband) (Earth-616),\/Steven_(Adrienne%27s_husband)_(Earth-616),Public Identity,0,,,Male Characters,,Deceased Characters,,Aug-99,1999.0
13222,15909,468522,Threnody's child (Earth-616),\/Threnody%27s_child_(Earth-616),Secret Identity,0,,,,,Living Characters,,Dec-99,1999.0
13223,15911,30336,Archenemy (Earth-616),\/Archenemy_(Earth-616),Secret Identity,1,Red Eyes,,Male Characters,,Living Characters,,Dec-00,2000.0
13224,15912,511813,Azazel (Grigori) (Earth-616),\/Azazel_(Grigori)_(Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Apr-00,2000.0
13225,15913,695299,Eclecta (Earth-616),\/Eclecta_(Earth-616),Secret Identity,0,,Brown Hair,Female Characters,,Living Characters,,Apr-00,2000.0
13226,15919,18321,Malovick (Earth-616),\/Malovick_(Earth-616),Secret Identity,1,,Bald,Male Characters,,Living Characters,,Apr-00,2000.0
13227,15920,43788,Masahiko (Earth-616),\/Masahiko_(Earth-616),,0,,,Male Characters,,Deceased Characters,,May-00,2000.0
13228,15921,12803,Max Parrish (Earth-616),\/Max_Parrish_(Earth-616),Secret Identity,0,,,Male Characters,,Living Characters,,Dec-00,2000.0
13229,15922,590329,Obliterator (Alien) (Earth-616),\/Obliterator_(Alien)_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Sep-00,2000.0
13230,15923,507262,P'kar (Earth-616),\/P%27kar_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Oct-00,2000.0
13231,15924,507260,P'krrd (Earth-616),\/P%27krrd_(Earth-616),Public Identity,0,White Eyes,,Male Characters,,Living Characters,,Jul-00,2000.0
13232,15925,695302,Pyron (Deadair) (Earth-616),\/Pyron_(Deadair)_(Earth-616),Secret Identity,0,,Black Hair,Male Characters,,Living Characters,,Apr-00,2000.0
13233,15926,19091,R'tee (Earth-616),\/R%27tee_(Earth-616),Public Identity,0,Green Eyes,No Hair,Male Characters,,Living Characters,,Feb-00,2000.0
13234,15927,251058,T'Dogo (Heroes Reborn) (Earth-616),\/T%27Dogo_(Heroes_Reborn)_(Earth-616),,0,,,Male Characters,,Living Characters,,Jan-00,2000.0
13235,15929,272200,X'Hoss (Earth-616),\/X%27Hoss_(Earth-616),No Dual Identity,0,,,Male Characters,,Living Characters,,May-00,2000.0
13236,15930,1532,Z'Cann (Earth-616),\/Z%27Cann_(Earth-616),Public Identity,0,Green Eyes,Black Hair,Female Characters,,Living Characters,,Feb-00,2000.0
13237,15932,298158,Barker (Dog) (Earth-616),\/Barker_(Dog)_(Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Jun-01,2001.0
13238,15933,34274,Brutus Klor (Earth-616),\/Brutus_Klor_(Earth-616),,1,,Grey Hair,Male Characters,,Living Characters,,Feb-01,2001.0
13239,15934,18745,Caleb Tillis (Earth-616),\/Caleb_Tillis_(Earth-616),,1,,,Male Characters,,Living Characters,,Jul-01,2001.0
13240,15937,441918,Croc (Earth-616),\/Croc_(Earth-616),Secret Identity,0,,No Hair,Male Characters,,Deceased Characters,,Aug-01,2001.0
13241,15938,321459,Grace & Mary Mercy (Earth-616),\/Grace_%26_Mary_Mercy_(Earth-616),,1,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,,May-01,2001.0
13242,15939,34272,Hedron theFaceted (Earth-616),\/Hedron_theFaceted_(Earth-616),,1,,,Male Characters,,Living Characters,,Feb-01,2001.0
13243,15941,624024,Karinna Rose (Earth-616),\/Karinna_Rose_(Earth-616),Public Identity,0,,,,,Living Characters,,Nov-01,2001.0
13244,15942,59303,Kathleen O'Meara (Earth-616),\/Kathleen_O%27Meara_(Earth-616),Public Identity,0,,Brown Hair,Female Characters,,Living Characters,,Jan-01,2001.0
13245,15944,23912,Rose O'Hara (Earth-616),\/Rose_O%27Hara_(Earth-616),No Dual Identity,0,Green Eyes,Red Hair,Female Characters,,Deceased Characters,,Nov-01,2001.0
13246,15950,63747,Kane Tucker (Earth-616),\/Kane_Tucker_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Nov-02,2002.0
13247,15952,16878,N'zyr (Earth-616),\/N%27zyr_(Earth-616),Secret Identity,0,Blue Eyes,,Female Characters,,Living Characters,,May-02,2002.0
13248,15953,16808,Solomon O'Sullivan (Earth-616),\/Solomon_O%27Sullivan_(Earth-616),Public Identity,0,,Black Hair,Male Characters,,Deceased Characters,,Aug-02,2002.0
13249,15955,508133,Yoshi's mother (Earth-616),\/Yoshi%27s_mother_(Earth-616),Secret Identity,0,,Black Hair,Male Characters,,Living Characters,,Jun-02,2002.0
13250,15956,471818,Barb (Spikes) (Earth-616),\/Barb_(Spikes)_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,Jan-03,2003.0
13251,15958,501059,Drang (Earth-616),\/Drang_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,May-03,2003.0
13252,15959,104663,Friederich Krause (Earth-616),\/Friederich_Krause_(Earth-616),,1,,,Male Characters,,Living Characters,,Nov-03,2003.0
13253,15960,468285,Hector (Latin Kings) (Earth-616),\/Hector_(Latin_Kings)_(Earth-616),,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Nov-03,2003.0
13254,15961,195607,Jake Garza (Earth-616),\/Jake_Garza_(Earth-616),Public Identity,0,Red Eyes,Orange Hair,Male Characters,,Living Characters,,Aug-03,2003.0
13255,15962,553775,Jeremy Markley (Earth-616),\/Jeremy_Markley_(Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Oct-03,2003.0
13256,15963,482453,Josiah's Surrogate Mother (Earth-616),\/Josiah%27s_Surrogate_Mother_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Nov-03,2003.0
13257,15964,278358,Le' Sabre (Earth-616),\/Le%27_Sabre_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,,May-03,2003.0
13258,15966,16710,Reuben O'Hara (Earth-616),\/Reuben_O%27Hara_(Earth-616),Secret Identity,0,,Black Hair,Male Characters,,Living Characters,,Mar-03,2003.0
