,Unnamed: 0,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
13891,13891,Beckham (Earth-616),,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13892,13892,Big Casino (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
13895,13895,Cargo (Earth-616),Secret Identity,0,,,,Living Characters
13897,13897,Ceyote (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
13898,13898,Claymore (Earth-616),Secret Identity,0,,Blond Hair,Male Characters,Living Characters
13899,13899,Clete Billups (Earth-616),,1,,Blond Hair,Male Characters,Living Characters
13901,13901,Crimson Commando (Brotherhood of Mutants) (Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Female Characters,Living Characters
13902,13902,Desolation (Earth-616),Secret Identity,1,,,Female Characters,Deceased Characters
13903,13903,Diana Knight (Earth-616),Public Identity,0,Blue Eyes,Grey Hair,Female Characters,Living Characters
13904,13904,Dibdeb (Earth-616),Public Identity,0,,No Hair,Male Characters,Living Characters
13905,13905,Dirge (Lost Souls) (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
13908,13908,Ernest Sanger (Heroes Reborn) (Earth-616),,0,,,Male Characters,Living Characters
13909,13909,Esphares (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
13910,13910,Ezekeel (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
13911,13911,Farahd (Earth-616),Secret Identity,1,Red Eyes,,Male Characters,Deceased Characters
13913,13913,Fayrelyte Strongheart (Earth-616),Public Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
13914,13914,Frisco Pike (Earth-616),Public Identity,0,Blue Eyes,Grey Hair,Male Characters,Living Characters
13915,13915,Fugue (Morlock) (Earth-616),Secret Identity,0,,,,Living Characters
13916,13916,Galadriel (Earth-616),Secret Identity,1,,,Female Characters,Deceased Characters
13917,13917,General Darlegung (Heroes Reborn) (Earth-616),Public Identity,0,,,Male Characters,Living Characters
13918,13918,Gethrin (Earth-616),Secret Identity,1,White Eyes,No Hair,Male Characters,Living Characters
13919,13919,Giraboor (Earth-616),Public Identity,0,White Eyes,White Hair,Male Characters,Living Characters
13920,13920,Glass (Earth-616),,1,White Eyes,White Hair,Male Characters,Living Characters
13921,13921,Guardian of the Millennium Monarch (Earth-616),Public Identity,0,,,,Living Characters
13922,13922,Guinness (Heroes Reborn) (Earth-616),,0,,,Male Characters,Living Characters
13923,13923,Hafaza (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
13925,13925,Hiram Shaw (Earth-616),Public Identity,0,Brown Eyes,Black Hair,Male Characters,Deceased Characters
13926,13926,Ivan Kivelki (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
13927,13927,James Howlett (Heroes Reborn) (Earth-616),Secret Identity,0,,,Male Characters,Deceased Characters
13928,13928,Jaunt (Earth-616),,1,,,,Deceased Characters
13929,13929,Javelin (SHE) (Earth-616),Secret Identity,0,,Blond Hair,Female Characters,Living Characters
13930,13930,Kevin (mutant) (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Living Characters
13932,13932,Kreddik (Earth-616),Public Identity,0,Green Eyes,No Hair,Male Characters,Living Characters
13933,13933,Kronaster Sintariis (Earth-616),Public Identity,1,Yellow Eyes,No Hair,Male Characters,Living Characters
13934,13934,Kusek (Earth-616),No Dual Identity,0,,No Hair,Male Characters,Living Characters
13935,13935,Lament (Earth-616),Secret Identity,1,,,Female Characters,Deceased Characters
13936,13936,Lau (Earth-616),,1,Black Eyes,Black Hair,Male Characters,Living Characters
13937,13937,Liu Wo-Han (Earth-616),Public Identity,0,Black Eyes,Black Hair,Male Characters,Living Characters
13938,13938,Magma (Sven) (Earth-616),Secret Identity,0,,White Hair,Male Characters,Living Characters
13939,13939,Manat (Earth-616),Public Identity,0,,No Hair,Male Characters,Living Characters
13940,13940,Mary Rina (Heroes Reborn) (Earth-616),,0,,,Female Characters,Living Characters
13941,13941,Master Monarch (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
13942,13942,Michka Rose (Heroes Reborn) (Earth-616),,0,,Black Hair,Female Characters,Living Characters
13943,13943,Millennium Monarch (Earth-616),Secret Identity,0,Yellow Eyes,,Female Characters,Living Characters
13944,13944,Morph (First Line) (Earth-616),Secret Identity,0,,No Hair,Male Characters,Deceased Characters
13945,13945,Mr. Greepy (Earth-616),Public Identity,1,,,,Living Characters
13947,13947,Nelet Pa (Earth-616),Public Identity,0,White Eyes,Grey Hair,Male Characters,Living Characters
13948,13948,Nighteyes (Eric) (Earth-616),Secret Identity,1,White Eyes,Blond Hair,Male Characters,Living Characters
13949,13949,Obadiah Shaw (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
13950,13950,Otis Matthews (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
13951,13951,Parson (Heroes Reborn) (Earth-616),,1,,,Male Characters,Living Characters
13954,13954,Psykos (Earth-616),Secret Identity,0,Red Eyes,Bald,Male Characters,Living Characters
13956,13956,Reaper (Demon) (Earth-616),Secret Identity,1,Yellow Eyes,No Hair,Male Characters,Living Characters
13957,13957,Rebound (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
13958,13958,Reflex (First Line) (Earth-616),Secret Identity,0,,Blond Hair,Male Characters,Deceased Characters
13959,13959,Requiem (Earth-616),Secret Identity,1,Yellow Eyes,Black Hair,Male Characters,Deceased Characters
13960,13960,Riot-Act (Earth-616),Secret Identity,0,,Bald,Female Characters,Deceased Characters
13961,13961,Rochelle LeBeau (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
13962,13962,Rumor (Earth-616),Public Identity,1,Blue Eyes,Black Hair,Male Characters,Living Characters
13964,13964,Sarah Shaw (Earth-616),No Dual Identity,0,,,Female Characters,Deceased Characters
13965,13965,Sariel (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
13967,13967,Seth (Neo) (Earth-616),,1,,,Male Characters,Deceased Characters
13968,13968,Shamrock (SHE) (Earth-616),Secret Identity,0,,,Male Characters,Deceased Characters
13969,13969,Sketch (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
13970,13970,Squire (Earth-616),Secret Identity,0,,Red Hair,Male Characters,Deceased Characters
13971,13971,Stanley Klein (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13972,13972,Static (Neo) (Earth-616),Secret Identity,1,White Eyes,Black Hair,Female Characters,Deceased Characters
13973,13973,Sterling (Heroes Reborn) (Earth-616),,0,,,Male Characters,Living Characters
13974,13974,Suyin King (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,Living Characters
13975,13975,Tariel (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
13977,13977,Tricolore (Yvette) (Earth-616),,0,,Brown Hair,Female Characters,Living Characters
13978,13978,Typhoon (Lost Generation) (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Deceased Characters
13980,13980,Wibbow (Earth-616),No Dual Identity,0,Black Eyes,Green Hair,Male Characters,Living Characters
13981,13981,Amy Stringer (Earth-616),Public Identity,0,Brown Eyes,Black Hair,Female Characters,Deceased Characters
13982,13982,Andrew Benedict (Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Male Characters,Deceased Characters
13983,13983,Angela Barbato (Earth-616),,0,,Black Hair,Female Characters,Living Characters
13985,13985,Arthur Swift (Earth-616),,0,,Brown Hair,Male Characters,Deceased Characters
13986,13986,Bloodwing (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
13987,13987,Bonita (Earth-616),Secret Identity,0,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters
13989,13989,Bruce Greenwood (Earth-1610),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
13990,13990,Bruno (Earth-616),Public Identity,1,,,Male Characters,Living Characters
13992,13992,Cirlio Crisologo (Earth-616),Secret Identity,0,Red Eyes,No Hair,Male Characters,Living Characters
13993,13993,Clive Vickers (Earth-616),Secret Identity,0,,Brown Hair,Male Characters,Deceased Characters
13994,13994,Cole (Neanderthal) (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
13996,13996,Corak (Earth-616),Public Identity,1,,,Male Characters,Living Characters
13997,13997,Corben (Earth-616),,1,,Bald,Female Characters,Living Characters
13998,13998,Cyclops (Tunnel Dwellers) (Earth-616),Secret Identity,0,One Eye,Bald,Male Characters,Deceased Characters
14000,14000,Erik Hallgrimsson (Earth-616),Secret Identity,0,Orange Eyes,No Hair,Male Characters,Living Characters
14001,14001,Explosa (Earth-616),Secret Identity,1,Brown Eyes,Blond Hair,Female Characters,Deceased Characters
14002,14002,Gertrude Hunter (Earth-616),Secret Identity,0,,Blond Hair,Female Characters,Deceased Characters
14003,14003,Gloria Knoblach (Earth-616),Public Identity,0,,Brown Hair,Female Characters,Deceased Characters
14004,14004,Gordon Phillips (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Deceased Characters
14005,14005,Gort (Neanderthal) (Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
14006,14006,Gunmetal Gray (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
14007,14007,Hans Knoblach (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
14008,14008,Headhunter (Bloodsport) (Earth-616),,1,,,Male Characters,Deceased Characters
14010,14010,Jim Washington (Earth-1610),Public Identity,1,,Bald,Male Characters,Deceased Characters
14011,14011,John Jones (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14012,14012,Kiza (Earth-616),Public Identity,0,,Black Hair,Female Characters,Deceased Characters
14013,14013,LaFronce Bennett (Earth-616),No Dual Identity,0,,Black Hair,Male Characters,Living Characters
14015,14015,Malevolence (Earth-616),Secret Identity,1,White Eyes,No Hair,Male Characters,Living Characters
14016,14016,Marabeth (Earth-616),Secret Identity,1,Black Eyes,Brown Hair,Female Characters,Living Characters
14017,14017,Molgotha (Earth-616),,1,,,Male Characters,Living Characters
14018,14018,Morcan (Earth-616),Public Identity,1,Black Eyes,Black Hair,Male Characters,Living Characters
14019,14019,One-Eye (Neanderthal) (Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
14020,14020,Phemous (Earth-616),Secret Identity,1,One Eye,No Hair,Male Characters,Living Characters
14021,14021,Rogers (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14022,14022,Scree (Earth-616),Secret Identity,0,Black Eyes,Grey Hair,Male Characters,Living Characters
14023,14023,Serestus (Earth-616),Secret Identity,1,Green Eyes,,Male Characters,Living Characters
14024,14024,Sergei Rose (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14026,14026,Tar-Vash (Earth-616),,1,,,Male Characters,Living Characters
14027,14027,Taras Vol (Earth-616),Public Identity,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
14029,14029,Tyrus Krill (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
14030,14030,Vampyr (Earth-616),Secret Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
14031,14031,Vernon Reaves (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14032,14032,Victor (Earth-616),,1,,,Male Characters,Living Characters
14033,14033,Warp Savant (Earth-616),Secret Identity,1,Blue Eyes,Blue Hair,Male Characters,Living Characters
14034,14034,William (Mutant) (Earth-616),,0,White Eyes,Grey Hair,Male Characters,Deceased Characters
14035,14035,Adewale Ekoku (Earth-616),Secret Identity,0,Brown Eyes,Bald,Male Characters,Living Characters
14037,14037,Anders Nobel (Earth-616),Secret Identity,0,,No Hair,Male Characters,Living Characters
14038,14038,Ankhi Gottberg (Earth-616),Secret Identity,0,Blue Eyes,Bald,Female Characters,Living Characters
14039,14039,Arlo Summers (Earth-616),Public Identity,0,Yellow Eyes,No Hair,Male Characters,Living Characters
14043,14043,Bloc (Earth-616),,1,,Blond Hair,Male Characters,Living Characters
14044,14044,Cedric Crichton (Earth-616),Public Identity,0,,,Male Characters,Deceased Characters
14045,14045,Chela (Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,Deceased Characters
14046,14046,Cherry (NYPD) (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
14049,14049,Corporal Animal (Earth-616),Secret Identity,1,,Red Hair,Male Characters,Living Characters
14050,14050,Dan Strom (Earth-616),No Dual Identity,0,,Brown Hair,Male Characters,Living Characters
14051,14051,Dana Holmes (Earth-616),Secret Identity,0,,Bald,Female Characters,Living Characters
14052,14052,Daniel Wyzcenko (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
14053,14053,Dave Finn (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
14055,14055,Doctor Pow (Earth-616),,0,,Black Hair,Male Characters,Living Characters
14058,14058,Eleanor Sanford (Earth-616),Public Identity,0,,Red Hair,Female Characters,Living Characters
14059,14059,Erik Nicieza (Earth-616),Secret Identity,0,,Red Hair,Male Characters,Living Characters
14061,14061,Frida Rivera (Earth-616),Secret Identity,0,Blue Eyes,Yellow Hair,Female Characters,Living Characters
14062,14062,Gilbert Lipchitz (Earth-616),,1,,,Male Characters,Deceased Characters
14063,14063,Hank Zlotty (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
14064,14064,Ian Whippingham (Earth-616),No Dual Identity,1,,Black Hair,Male Characters,Deceased Characters
14065,14065,Ikeda Honda (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,Living Characters
14066,14066,Jane Smythe (Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,Living Characters
14068,14068,Jason Treemont (Earth-616),Public Identity,0,,Grey Hair,Male Characters,Deceased Characters
14069,14069,Jocasta Frost (Earth-616),Public Identity,0,,,Female Characters,Living Characters
14072,14072,Jorrsk (Earth-616),Public Identity,0,White Eyes,,Male Characters,Living Characters
14073,14073,Juliana Jararaca (Earth-616),,0,Brown Eyes,Blond Hair,Female Characters,Living Characters
14074,14074,Jymrsk (Earth-616),,0,,Red Hair,Male Characters,Living Characters
14076,14076,Kenneth Flogg (Earth-616),,1,,Grey Hair,Male Characters,Living Characters
14077,14077,Lazarus Ganglion (Earth-616),,0,Red Eyes,Brown Hair,Male Characters,Living Characters
14079,14079,Lucy Priest (Earth-616),Secret Identity,0,,Blond Hair,Female Characters,Living Characters
14080,14080,Lyle Crawford (Earth-616),Public Identity,1,,Bald,Male Characters,Living Characters
14081,14081,Mahmud Abbouthalima (Earth-616),Public Identity,1,,,Male Characters,Deceased Characters
14082,14082,Malcolm Whitman (Earth-616),,1,,Brown Hair,Male Characters,Living Characters
14083,14083,Marvin Krolnek (Earth-616),,1,,,Male Characters,Living Characters
14084,14084,Matt Corbin (Earth-616),Public Identity,0,Black Eyes,,Male Characters,Living Characters
14086,14086,Moira Gray (Earth-616),Public Identity,0,,Black Hair,Female Characters,Deceased Characters
14087,14087,Ms. Fingers (Earth-616),Secret Identity,1,Red Eyes,Pink Hair,Female Characters,Deceased Characters
14091,14091,Nasya Ehrlich (Earth-11052),Public Identity,0,Blue Eyes,Auburn Hair,Female Characters,Living Characters
14093,14093,Neodymium (Element) (Earth-616),Secret Identity,1,Red Eyes,No Hair,,Living Characters
14094,14094,Noboru (Earth-616),Public Identity,1,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
14096,14096,Omega (Thanosi) (Earth-616),,1,,,Male Characters,Living Characters
14097,14097,Optoman (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
14098,14098,Oracle (O-Force) (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
14099,14099,Orchid (O-Force) (Earth-616),Secret Identity,0,Blue Eyes,Green Hair,Female Characters,Living Characters
14101,14101,Ozone (Earth-616),Secret Identity,0,,No Hair,Male Characters,Living Characters
14102,14102,Philip Betbeze (Earth-616),,0,,Black Hair,Male Characters,Living Characters
14103,14103,Phisherman (Earth-616),Secret Identity,0,Blue Eyes,Red Hair,Male Characters,Living Characters
14104,14104,Platinum (Element) (Earth-616),Secret Identity,1,,No Hair,,Living Characters
14105,14105,Poppa (Earth-616),,1,,No Hair,Male Characters,Deceased Characters
14106,14106,Renata Da Lima (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
14107,14107,Richard Jones (Impersonator) (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
14108,14108,Riek Bukenya (Earth-616),Secret Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
14109,14109,Ruth Durie (Earth-616),Public Identity,0,,Blond Hair,Female Characters,Living Characters
14110,14110,Ruthenium (Element) (Earth-616),Secret Identity,1,,No Hair,,Living Characters
14112,14112,Scales (Earth-616),Secret Identity,1,Black Eyes,No Hair,Male Characters,Deceased Characters
14113,14113,Schism (Earth-616),Secret Identity,0,,,,Living Characters
14114,14114,Secco (Earth-616),Secret Identity,0,,No Hair,Male Characters,Deceased Characters
14115,14115,Seiji Honda (Earth-616),No Dual Identity,0,Green Eyes,Brown Hair,Male Characters,Living Characters
14116,14116,Senso (Earth-616),Public Identity,0,,No Hair,,Living Characters
14117,14117,Shocker 666 (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
14118,14118,Sigmund Freud (Earth-616),,0,,Grey Hair,Male Characters,Deceased Characters
14119,14119,Slaughter (Earth-616),Secret Identity,1,Black Eyes,No Hair,Male Characters,Deceased Characters
14121,14121,Spud (Earth-616),Secret Identity,1,Black Eyes,No Hair,Male Characters,Deceased Characters
14122,14122,Stan Collins (Earth-616),,0,,,Male Characters,Living Characters
14123,14123,Taran (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
14124,14124,Tarantula (Runaways) (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
14126,14126,The Shade (Earth-616),,1,Brown Eyes,Black Hair,Male Characters,Living Characters
14127,14127,Thiago Piranha (Earth-616),Public Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
14128,14128,Third Rail (Earth-616),,1,,Blond Hair,Male Characters,Deceased Characters
14130,14130,Thomas Williams (Earth-616),Secret Identity,0,Black Eyes,,Male Characters,Living Characters
14131,14131,Timmy Glenn (Earth-616),Secret Identity,0,White Eyes,White Hair,Male Characters,Deceased Characters
14132,14132,Tom Metellus (Earth-616),Public Identity,1,Brown Eyes,White Hair,Male Characters,Living Characters
14133,14133,Tony Robb (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14134,14134,Trois (Earth-616),Secret Identity,1,Black Eyes,Black Hair,Female Characters,Deceased Characters
14135,14135,Vicki of Humbabu (Earth-616),,0,,Brown Hair,Female Characters,Deceased Characters
14136,14136,Victoria Anderson (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
14137,14137,X (Thanosi) (Earth-616),,1,,,Male Characters,Deceased Characters
14138,14138,Xande (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
14139,14139,Yorkie Mitchell (Earth-616),,0,,Brown Hair,Male Characters,Living Characters
14140,14140,Yoshi (Earth-616),Secret Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
14144,14144,Angela (FBI) (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
14146,14146,Boss (FBI) (Earth-616),No Dual Identity,0,,Grey Hair,Male Characters,Living Characters
14147,14147,Brad Gutman (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14150,14150,Dave Cambell (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14151,14151,Derek Zheng (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14152,14152,Doctor Jiroult (Earth-616),,1,,Brown Hair,Male Characters,Living Characters
14153,14153,George Tremaine (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14154,14154,Holly (X-Corporation) (Earth-616),,0,Variable Eyes,Variable Hair,Female Characters,Living Characters
14155,14155,Jacinda Rodriquez (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Female Characters,Living Characters
14156,14156,Jenny (Dead Girl) (Earth-616),Public Identity,0,,,Female Characters,Living Characters
14157,14157,Jeremy (Mutant) (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14159,14159,Joan Jameson (Earth-616),,0,,,Female Characters,Living Characters
14160,14160,Joey Cascio (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14161,14161,Jorge Lukas (Earth-616),Secret Identity,0,Black Eyes,No Hair,Male Characters,Deceased Characters
14162,14162,Josette (Earth-616),Secret Identity,0,Green Eyes,White Hair,Female Characters,Living Characters
14163,14163,Jumbo Carnation (Earth-616),Public Identity,0,,Bald,Male Characters,Deceased Characters
14164,14164,Kristal van Helden (Earth-616),Secret Identity,1,,Black Hair,Female Characters,Deceased Characters
14165,14165,Lennox Capriati (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
14166,14166,Leona Tremaine (Earth-616),Public Identity,0,,,Female Characters,Living Characters
14167,14167,Litigious Bradley (Earth-616),Public Identity,0,Brown Eyes,Bald,Male Characters,Living Characters
14168,14168,Louis (FBI) (Earth-616),No Dual Identity,0,,Blond Hair,Male Characters,Living Characters
14171,14171,Maria Bonnaventura (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,Deceased Characters
14172,14172,Marie Batroc (Earth-616),No Dual Identity,1,,Blond Hair,Female Characters,Living Characters
14174,14174,Milo Smutts (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
14175,14175,Mitchell Abrams (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Male Characters,Living Characters
14176,14176,Mr. Jones (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
14177,14177,Mr. Taylor (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
14178,14178,Mrs. Cambell (Earth-616),No Dual Identity,0,,Red Hair,Female Characters,Deceased Characters
14179,14179,Mrs. Taylor (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
14180,14180,Namor McKenzie (N2) (Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Male Characters,Living Characters
14181,14181,Natalie Wood (Earth-616),Secret Identity,0,Yellow Eyes,Blond Hair,Female Characters,Living Characters
14182,14182,Nigel Blacque (Earth-616),,1,,Black Hair,Male Characters,Living Characters
14183,14183,Noel Penrose (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14184,14184,Paolo Mantega (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
14185,14185,Phillip Cambell (Earth-616),No Dual Identity,0,,Red Hair,Male Characters,Deceased Characters
14186,14186,Rimi Withnail (Earth-616),Public Identity,0,Green Eyes,Red Hair,Female Characters,Living Characters
14187,14187,Robert (Mutant) (Earth-616),Secret Identity,0,Yellow Eyes,No Hair,Male Characters,Living Characters
14188,14188,Rodrigo de Smith (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
14189,14189,Roja Sanford (Earth-616),Public Identity,0,,Red Hair,Female Characters,Living Characters
14190,14190,Rolanda (Earth-616),Public Identity,0,,,Female Characters,Living Characters
14191,14191,Sanji Yamamoto (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
14192,14192,Sentinel (Juston) (Earth-616),Public Identity,0,Red Eyes,No Hair,,Living Characters
14193,14193,Spinach (Earth-616),Secret Identity,1,,Green Hair,Male Characters,Living Characters
14194,14194,Stephanie Bradley (Earth-616),Public Identity,0,Brown Eyes,Bald,Female Characters,Living Characters
14196,14196,Thought (Hand) (Earth-616),,1,,Bald,Male Characters,Living Characters
14197,14197,Tillie Beezer (Earth-616),Public Identity,0,,Blond Hair,Female Characters,Living Characters
14198,14198,Andy Hartnell (Earth-616),Secret Identity,0,Black Eyes,Blue Hair,Male Characters,Living Characters
14199,14199,Askid (Earth-616),Secret Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
14200,14200,Bartholomew Grice (Earth-616),No Dual Identity,0,,Brown Hair,Male Characters,Living Characters
14202,14202,Doc (District X) (Earth-616),Public Identity,0,Brown Eyes,Bald,Male Characters,Living Characters
14203,14203,Fatal Sisters (Earth-616),,0,,Blond Hair,Female Characters,Living Characters
14204,14204,Figment (Earth-616),,1,White Eyes,Red Hair,Female Characters,Living Characters
14205,14205,Geech (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
14206,14206,Germaine Caruso (Earth-616),Public Identity,0,Brown Eyes,Black Hair,Male Characters,Deceased Characters
14209,14209,Hilda (Earth-616),,0,,Red Hair,Female Characters,Living Characters
14210,14210,Jake Costanza (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14211,14211,Johan Schumann (Earth-616),Secret Identity,0,Brown Eyes,Blond Hair,Male Characters,Living Characters
14212,14212,Kagenobu Yoshioka (Earth-616),,1,,Black Hair,Male Characters,Living Characters
14215,14215,Laurie Caban (Earth-616),,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
14218,14218,Manfred Jones (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
14220,14220,Markita (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
14221,14221,Matthew (District X) (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
14222,14222,Mrs. Berdeaux (Earth-616),Public Identity,0,,Red Hair,Female Characters,Living Characters
14224,14224,Mrs. Falcone (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
14226,14226,Rikuto (Earth-616),Public Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
14227,14227,Rubin (Earth-616),Public Identity,0,,,Male Characters,Living Characters
14228,14228,Sam Palmer (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
14230,14230,Sherman Weisman (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
14231,14231,Silencer (Female) (Earth-616),Secret Identity,1,,,Female Characters,Living Characters
14233,14233,Stringfellow (Earth-616),Secret Identity,0,,,Male Characters,Living Characters
14234,14234,Sulumor (Earth-616),No Dual Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
14237,14237,Vanessa (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
14239,14239,Xunanguero (Earth-616),,1,,,,Living Characters
14241,14241,Adam Essex (Earth-41001),Secret Identity,0,,,Male Characters,Deceased Characters
14242,14242,Ahmed (Tunnel Rats) (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
14243,14243,Aldrich Killian (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14244,14244,Ali Kokmen (Earth-616),,0,Brown Eyes,Black Hair,Male Characters,Living Characters
14245,14245,Alicia Downing (Earth-616),No Dual Identity,0,,Blond Hair,Female Characters,Living Characters
14248,14248,Anne Moore (Earth-616),,0,Brown Eyes,Blond Hair,Female Characters,Living Characters
14250,14250,Ashei (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
14251,14251,Boar (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Living Characters
14253,14253,Chad Barrow (Earth-616),,1,,Brown Hair,Male Characters,Deceased Characters
14254,14254,Charles Bohusk (Earth-616),,0,,,Male Characters,Living Characters
14261,14261,Esther (Angel) (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
14263,14263,Frank Ludlum (Earth-616),Secret Identity,0,,Blond Hair,Male Characters,Living Characters
